time,src,lvl,data
2025-10-11 09:06:17,OUTPUT,TEXT,"{""text"": ""Hello there, friend."", ""state"": {""lights"": false}}"
2025-10-11 09:06:18,FakeBCI,SIM,"{""attention"": 0.2584021520330416, ""relaxation"": 0.4518039329396861, ""intent"": 0.37535486787048233}"
2025-10-11 09:06:18,NRPI,TRACE,"{""sample"": {""attention"": 0.2584021520330416, ""relaxation"": 0.4518039329396861, ""intent"": 0.37535486787048233}, ""ri"": 0.3127378175263599}"
2025-10-11 09:06:18,Decoder,INFO,"{""ri"": 0.3127378175263599, ""intent"": ""idle""}"
2025-10-11 09:06:18,RahulAI,DEBUG,"{""intent"": ""idle"", ""text"": """"}"
2025-10-11 09:06:18,UCG,INFO,"{""energy"": 0.15636890876317994, ""action"": ""ALLOW""}"
2025-10-11 09:06:18,Spandan,INFO,"{""intent"": ""idle"", ""state"": {""lights"": false}}"
2025-10-11 09:06:19,FakeBCI,SIM,"{""attention"": 0.024731108352745168, ""relaxation"": 0.8473283401204962, ""intent"": 0.4853602730598293}"
2025-10-11 09:06:19,NRPI,TRACE,"{""sample"": {""attention"": 0.024731108352745168, ""relaxation"": 0.8473283401204962, ""intent"": 0.4853602730598293}, ""ri"": 0.19652505445021523}"
2025-10-11 09:06:19,Decoder,INFO,"{""ri"": 0.19652505445021523, ""intent"": ""idle""}"
2025-10-11 09:06:19,RahulAI,DEBUG,"{""intent"": ""idle"", ""text"": """"}"
2025-10-11 09:06:19,UCG,INFO,"{""energy"": 0.09826252722510762, ""action"": ""ALLOW""}"
2025-10-11 09:06:19,Spandan,INFO,"{""intent"": ""idle"", ""state"": {""lights"": false}}"
2025-10-11 09:06:20,FakeBCI,SIM,"{""attention"": 0.3713118755601095, ""relaxation"": 0.5258025363443851, ""intent"": 0.26461350102564196}"
2025-10-11 09:06:20,NRPI,TRACE,"{""sample"": {""attention"": 0.3713118755601095, ""relaxation"": 0.5258025363443851, ""intent"": 0.26461350102564196}, ""ri"": 0.2993639158872749}"
2025-10-11 09:06:20,Decoder,INFO,"{""ri"": 0.2993639158872749, ""intent"": ""idle""}"
2025-10-11 09:06:20,RahulAI,DEBUG,"{""intent"": ""idle"", ""text"": """"}"
2025-10-11 09:06:20,UCG,INFO,"{""energy"": 0.14968195794363745, ""action"": ""ALLOW""}"
2025-10-11 09:06:20,Spandan,INFO,"{""intent"": ""idle"", ""state"": {""lights"": false}}"
2025-10-11 09:06:21,FakeBCI,SIM,"{""attention"": 0.3998040530603836, ""relaxation"": 0.6181916381634747, ""intent"": 0.5988579592501024}"
2025-10-11 09:06:21,NRPI,TRACE,"{""sample"": {""attention"": 0.3998040530603836, ""relaxation"": 0.6181916381634747, ""intent"": 0.5988579592501024}, ""ri"": 0.4578669964453705}"
2025-10-11 09:06:21,Decoder,INFO,"{""ri"": 0.4578669964453705, ""intent"": ""greet""}"
2025-10-11 09:06:21,RahulAI,DEBUG,"{""intent"": ""greet"", ""text"": ""Hello there, friend.""}"
2025-10-11 09:06:21,UCG,INFO,"{""energy"": 0.22893349822268524, ""action"": ""ALLOW""}"
2025-10-11 09:06:21,Spandan,INFO,"{""intent"": ""greet"", ""state"": {""lights"": false}}"
2025-10-11 09:06:24,OUTPUT,TEXT,"{""text"": ""Hello there, friend."", ""state"": {""lights"": false}}"
2025-10-11 09:06:25,FakeBCI,SIM,"{""attention"": 0.7061345581776994, ""relaxation"": 0.6692690063424619, ""intent"": 0.5120298804196826}"
2025-10-11 09:06:25,NRPI,TRACE,"{""sample"": {""attention"": 0.7061345581776994, ""relaxation"": 0.6692690063424619, ""intent"": 0.5120298804196826}, ""ri"": 0.48985860007439075}"
2025-10-11 09:06:25,Decoder,INFO,"{""ri"": 0.48985860007439075, ""intent"": ""greet""}"
2025-10-11 09:06:25,RahulAI,DEBUG,"{""intent"": ""greet"", ""text"": ""Hello there, friend.""}"
2025-10-11 09:06:25,UCG,INFO,"{""energy"": 0.24492930003719537, ""action"": ""ALLOW""}"
2025-10-11 09:06:25,Spandan,INFO,"{""intent"": ""greet"", ""state"": {""lights"": false}}"
2025-10-11 09:06:28,OUTPUT,TEXT,"{""text"": ""Hello there, friend."", ""state"": {""lights"": false}}"
